시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명,
남부시장,상설장,강원도 원주시 치악로 1803,강원도 원주시 명륜동 26,매일,37.3430141,127.9543659,178,"농축산물,건어물,야채,식당,잡화,의류",온누리상품권+강원상품권,,Y,Y,1965,033-764-0607,2019-05-29,4190000,강원도 원주시,
북원상가,상설장,강원도 원주시 북원상가길 13,강원도 원주시 태장동 1379-23,매일,37.3843787,127.9487918,53,"의류,침구,식음료 등",온누리상품권+강원상품권,,Y,Y,1991,033-742-7338,2019-05-29,4190000,강원도 원주시,
중앙시민전통시장,상설장,강원도 원주시 자유시장길 26,강원도 원주시 중앙동 42-3,매일,37.3516981,127.9496404,83,"농산물, 먹거리 등",온누리상품권+강원상품권,,Y,N,1983,033-732-6501,2019-05-29,4190000,강원도 원주시,
문막시장,상설장,강원도 원주시 문막시장길 52-10,강원도 원주시 문막읍 문막리 240-1,"매일/3일,8일",37.3059981,127.8153547,70,"잡화,야채,곡물등",온누리상품권+강원상품권,,Y,N,1959,033-734-4985,2019-05-29,4190000,강원도 원주시,
민속풍물시장,5일장,강원도 원주시 풍물시장길 30,강원도 원주시 평원동 134-1,"매일/2일,7일",37.3493541,127.9542143,105,"채소,생선,음식 등",온누리상품권+강원상품권,,Y,N,1989,033-746-9114,2019-05-29,4190000,강원도 원주시,
창녕정기시장,5일장,경상남도 창녕군 창녕읍 시장길 100,,"3일,8일",,,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
창녕상설시장,상설장,경상남도 창녕군 창녕읍 시장길 66,,매일,,,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
남지정기시장,5일장,경상남도 창녕군 남지읍 본동길 4,,"2일,7일",35.3891166483,128.4824921670,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
이방정기시장,5일장,경상남도 창녕군 이방면 이방대합로 351,,"4일,9일",35.6014119353,128.3828411642,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
대합정기시장,5일장,경상남도 창녕군 대합면 도장골길 4-13,,"2일,7일",35.6132732993,128.4721559393,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
영산정기시장,5일장,경상남도 창녕군 영산면 신영산로 56,,"5일,10일",35.4570411945,128.5325985179,,,,,,,,,2019-02-26,5410000,경상남도 창녕군,
대인시장,상설장,광주광역시 동구 제봉로194번길 7-1(대인동),광주광역시 동구 대인동 310-9,매일,35.1540850,126.9167809,360,"제수음식, 홍어, 폐백음식, 굴비, 해산물, 떡 등",온누리상품권,,Y,Y,1976,062-223-3001,2019-06-05,6290000,광주광역시,
남광주해뜨는시장,상설장,광주광역시 동구 제봉로17번길 13-6(학동),광주광역시 동구 학동 55-57,매일,35.1389307,126.9212974,60,"수산물, 농축산물, 식자재, 그릇, 의류 등",온누리상품권,,Y,Y,1975,062-226-9051,2019-06-05,6290000,광주광역시,
남광주시장,상설장,광주광역시 동구 양림로 117(학동),광주광역시 동구 학동74-24,매일,35.140027,126.920728,243,"수산물, 농축산물, 식자재, 그릇, 의류 등",온누리상품권,http://www.ngjmarket.kr,Y,Y,2013,062-226-1101,2019-06-05,6290000,광주광역시,
산수시장,상설장,광주광역시 동구 필문대로192번길 9(산수동),광주광역시 동구 산수동 558-1,매일,35.1536560,126.9304858,72,"건어물, 의류, 야채 등",온누리상품권,,Y,N,1974,062-224-8651,2019-06-05,6290000,광주광역시,
양동시장,상설장,광주광역시 서구 천변좌로 238(양동),광주광역시 서구 양동 5-101,매일,35.153861,126.902134,256,"공산품(의류, 한복, 침구류, 그릇), 수산물, 농산물",온누리상품권,http://blog.naver.com/ydsijang100/,Y,Y,1969,026-366-0884,2019-06-05,6290000,광주광역시,
양동복개상가,상설장,광주광역시 서구 천변좌로 243(양동),광주광역시 서구 양동 441,매일,35.1535982266,126.9039260054,265,"가구, 의류, 커텐, 침구, 원단 등",온누리상품권,http://www.양동복개상가.com/,Y,Y,1971,062-362-0121,2019-06-05,6290000,광주광역시,
양동닭전길시장,상설장,광주광역시 서구 양동시장2길 32(양동),광주광역시 서구 양동 5-31,매일,35.1522311858,126.903198894,147,"그릇, 생식품, 건어물, 잡화 등",온누리상품권,,Y,Y,2005,062-361-1127,2019-06-05,6290000,광주광역시,
양동수산시장,상설장,광주광역시 서구 천변좌로246번길 16(양동),광주광역시 서구 양동 5-254,매일,35.153101,126.901824,120,"수산물, 조기, 홍어. 채소 등",온누리상품권,,Y,Y,2005,062-361-5253,2019-06-05,6290000,광주광역시,
양동건어물시장,상설장,광주광역시 서구 천변좌로254번길 6(양동),광주광역시 서구 양동 5-160,매일,35.1531495,126.9033609,69,"멸치, 김, 미역, 고추, 약초, 이불 등",온누리상품권,,Y,Y,2006,062-364-5040,2019-06-05,6290000,광주광역시,
양동산업용품시장,상설장,광주광역시 서구 독립로205(양동),광주광역시 서구 양동 62-1,매일,35.1511358,126.9066551,118,"전동공구, 농기계, 부속품",온누리상품권,,Y,Y,2008,062-364-3370,2019-06-05,6290000,광주광역시,
양동경열로시장,상설장,광주광역시 서구 경열로 144(양동),광주광역시 서구 양동 307-26,매일,35.1538247,126.9010854,79,"농산물, 수산물, 축산물, 의류 등",온누리상품권,,Y,Y,2012,062-363-9277,2019-06-05,6290000,광주광역시,
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1(화정동),광주광역시 서구 화정동 783-5,매일,35.1530250,126.8793151,67,"축산, 건어물, 야채, 생활용품, 음식점 등",온누리상품권,,Y,Y,2012,062-369-3338,2019-06-05,6290000,광주광역시,
무등시장,상설장,광주광역시 남구 군분로 27 (주월동),광주광역시 남구 주월동 974-107,매일,35.1361376,126.8945299,62,"농산물, 수산물, 축산물, 의류 등",온누리상품권,,Y,Y,1978,,2019-06-05,6290000,광주광역시,
봉선시장,상설장,광주광역시 남구 봉선중앙로91번길7(봉선동),광주광역시 남구 봉선동 997-1,매일,35.129032,126.910007,63,"농산물, 축산물, 수산물, 가공식품, 부식, 잡화",온누리상품권,,Y,Y,2009,062-651-4808,2019-06-05,6290000,광주광역시,
두암시장,상설장,광주광역시 북구 금녕길 23,광주광역시 북구 두암동 856-5,매일,35.1716051,126.929437,35,"김치, 건어물, 축산, 이불 등",온누리상품권,,Y,Y,1981,,2019-06-05,6290000,광주광역시,
운암시장,상설장,광주광역시 북구 대자로 87(운암동),광주광역시 북구 운암동 94-7,매일,35.173387,126.8820047917,54,"식육, 건어물, 수산물, 청과, 채소, 의류, 음식점 등",온누리상품권,,Y,Y,1981,062-527-1719,2019-06-05,6290000,광주광역시,
말바우시장,5일장,광주광역시 북구 서방로81번길 27,광주광역시 북구 우산동 190-3외,"매일(일부점포)장날(2,4,7,9일)",35.1727978,126.9220359,511,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,2005,062-262-4082,2019-06-05,6290000,광주광역시,
동부시장,상설장,광주광역시 북구 중문로9번길 39,광주광역시 북구 중흥동 272-6,매일,35.1738631,126.916363,36,"마트, 분식, 카페, 방앗간, 세탁소 등",온누리상품권,,Y,Y,1981,,2019-06-05,6290000,광주광역시,
송정매일시장,상설장,광주광역시 광산구 송정로29번길 64,광주광역시 광산구 송정동 813-1,매일,35.1374506431,126.7968471463,70,"농산물,생필품,수산물, 잡화 등",온누리상품권,,Y,Y,1982,062-943-4226,2019-06-05,6290000,광주광역시,
송정5일시장,5일장,광주광역시 광산구 광산로30번길 65,광주광역시 광산구 송정동 884-1,"3일, 8일",35.136874,126.797204,196,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,Y,1964,062-944-9245,2019-06-05,6290000,광주광역시,
비아5일시장,5일장,광주광역시 광산구 비아중앙로 26-1,광주광역시 광산구 비아동 83-5,"1일, 6일",35.2210281,126.8251880,132,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,Y,1964,062-953-3180,2019-06-05,6290000,광주광역시,
1913송정역시장,상설장,광주광역시 광산구 송정로8번길 13,광주광역시 광산구 송정동 990-18,매일,35.1363748,126.791974,75,"농산물,생필품,잡화, 먹거리 등",온누리상품권,,Y,Y,1913,062-945-1155,2019-06-05,6290000,광주광역시,
우산월곡시장,상설장,광주광역시 광산구 사암로 300,광주광역시 광산구 월곡동 687-3,매일,35.171229,126.809659,67,"농산물, 축산물, 수산물, 공산품, 음식점 등",온누리상품권,,Y,Y,1998,062-951-6114,2019-06-05,6290000,광주광역시,
우산매일시장,상설장,광주광역시 광산구 무진대로231번길 29-17,광주광역시 광산구 우산동 1577-2,매일,35.1634225,126.8051071,48,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,N,1913,,2019-06-05,6290000,광주광역시,
서문시장2지구 종합상가,상설장,대구광역시 중구 큰장로28길 25,대구광역시 중구 대신동 115-67,매일,35.870075,128.5807896,1494,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1915,053-257-2289,2019-06-18,3410000,대구광역시 중구,
염매시장,상설장,대구광역시 중구 종로 8,대구광역시 중구 덕산동 38,매일,35.8666360,128.5924688,116,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1962,053-252-3831,2019-06-18,3410000,대구광역시 중구,
동국철물시장,상설장,대구광역시 중구 북성로 45,대구광역시 중구 수창동 94-1,매일,35.8738930,128.5872283,13,철물,온누리상품권+전자상품권,,Y,N,1969,053-255-0675,2019-06-18,3410000,대구광역시 중구,
교동시장,상설장,대구광역시 중구 교동2길 11,대구광역시 중구 교동 51-1,매일,35.8737005604,128.5983667581,240,"전자,농산물",온누리상품권+전자상품권,,Y,Y,1971,053-427-0443,2019-06-18,3410000,대구광역시 중구,
중앙시장,상설장,대구광역시 중구 경상감영길 101,대구광역시 중구 포정동 21-3,매일,35.8723319,128.5931103,40,잡화,온누리상품권+전자상품권,,Y,N,1972,053-257-3630,2019-06-18,3410000,대구광역시 중구,
서문시장제1지구직물시장,상설장,대구광역시 중구 큰장로28길 10,대구광역시 중구 대신동 115-379,매일,35.869408,128.579856,270,"이불,커튼",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1974,053-254-9870,2019-06-18,3410000,대구광역시 중구,
서문시장제1지구포목시장,상설장,대구광역시 중구 큰장로28길 10,대구광역시 중구 대신동 115-379,매일,35.869408,128.579856,270,"주단,포목",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1974,053-254-7923,2019-06-18,3410000,대구광역시 중구,
동부시장,상설장,대구광역시 중구 국채보상로 749,대구광역시 중구 동인동1가 470-2,매일,35.8687493,128.6124786,20,농산물,온누리상품권+전자상품권,,Y,N,1975,053-425-9516,2019-06-18,3410000,대구광역시 중구,
남문시장,상설장,대구광역시 중구 중앙대로 307-22,대구광역시 중구 남산동 611-2,매일,35.8612240,128.591119,60,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1976,053-255-0469,2019-06-18,3410000,대구광역시 중구,
동산상가,상설장,대구광역시 중구 큰장로28길 65,대구광역시 중구 대신동 115-377,매일,35.869465,128.580767,700,"의류,잡화",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1977,053-257-3562,2019-06-18,3410000,대구광역시 중구,
서문시장제5지구시장,상설장,대구광역시 중구 큰장로28길 6,대구광역시 중구 대신동 115-192,매일,35.8697890,128.5796768,450,"그릇,청과",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1977,053-255-1059,2019-06-18,3410000,대구광역시 중구,
프리몰,상설장,대구광역시 중구 국채보상로 지하 580,대구광역시 중구 동성로2가 41-8,매일,35.870814,128.5958615,231,잡화,온누리상품권+전자상품권,,Y,N,1977,053-255-2427,2019-06-18,3410000,대구광역시 중구,
대신지하상가,상설장,대구광역시 중구 국채보상로 470,대구광역시 중구 대신동 115-1,매일,35.870549,128.581053502,330,"잡화,의류",온누리상품권+전자상품권,,Y,N,1985,053-555-9204,2019-06-18,3410000,대구광역시 중구,
번개시장,상설장,대구광역시 중구 태평로 177-3,대구광역시 중구 태평로1가 1-152,매일,35.875076,128.5981497,130,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1988,053-427-7098,2019-06-18,3410000,대구광역시 중구,
보성황실시장,상설장,대구광역시 중구 남산로13길 17,대구광역시 중구 남산동 2466-1,매일,35.860496,128.5812157,26,"농산물,잡화",온누리상품권+전자상품권,,Y,N,1993,053-256-8060,2019-06-18,3410000,대구광역시 중구,
메트로센터,상설장,대구광역시 중구 달구벌대로 지하2100,대구광역시 중구 덕산동 88,매일,35.8668010,128.5905450,403,"잡화,의류",온누리상품권+전자상품권,,Y,Y,2005,053-422-9733,2019-06-18,3410000,대구광역시 중구,
메트로프라자,상설장,대구광역시 중구 달구벌대로 지하2160,대구광역시 중구 봉산동 127-1,매일,35.8648810,128.5966953,138,"잡화,의류",온누리상품권+전자상품권,,Y,Y,2005,053-254-5200,2019-06-18,3410000,대구광역시 중구,
방천시장,상설장,대구광역시 중구 달구벌대로446길 7-3,대구광역시 중구 대봉동 12-12,매일,35.8619666,128.6061439,62,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,N,2005,070-8249-3084,2019-06-18,3410000,대구광역시 중구,
서문시장건해산물 상가,상설장,대구광역시 중구 큰장로26안길 5,대구광역시 중구 대신동 265-5,매일,35.868138,128.5795002,91,건해산물,온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,2005,053-254-7800,2019-06-18,3410000,대구광역시 중구,
명품프라자상가,상설장,대구광역시 중구 큰장로28길 27,대구광역시 중구 대신동 115-112,매일,35.8699364,128.5808982,192,"그릇,잡화",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,2006,053-256-0023,2019-06-18,3410000,대구광역시 중구,
대구 약령시장,상설장,대구광역시 중구 달구벌대로415길 49,대구광역시 중구 남성로 51-1,매일,35.8685350,128.589917,211,"한약재, 농수산물",온누리상품권+전자상품권,http://dgom.daegu.go.kr/,Y,Y,2015,053-253-4729,2019-06-18,3410000,대구광역시 중구,
서문시장 아진상가,상설장,대구광역시 중구 큰장로28길 42-10일대,대구광역시 중구  115-333일대,매일,35.869548,128.581641,241,"의류부자재, 잡화 등",온누리상품권+전자상품권,,Y,N,2017,070-8805-0024,2019-06-18,3410000,대구광역시 중구,
보은전통시장,5일장,충청북도 보은군 보은읍 삼산로 17-6,충청북도 보은군 보은읍 삼산리 137번지 일원,"1,6",36.4839597722,127.7200469053,38,"야채,과일 등",온누리 및 지역상품권,무,Y,Y,1964,043-540-3232,2019-05-20,4420000,충청북도 보은군,
보은종합시장,5일장,충청북도 보은군 보은읍 삼산로 3길 12,충청북도 보은군 보은읍 삼산리 135번지 일원,"1,6",36.4830270810,127.7193017720,112,"의류,이불 등",온누리 및 지역상품권,무,N,Y,1964,043-540-3232,2019-05-20,4420000,충청북도 보은군,
